event_name,event_url,event_summary,full_address,region,presented_by_name,start_date,start_time,end_date,end_time,event_category,price_cents,event_description,Event_City
AI Sailing Sundays - NYC Edition,https://lu.ma/jjlefch0,"NYC's AI Sailing Sundays offers exclusive three-hour sailing sessions connecting AI founders, investors, and enterprise leaders for informal networking and insightful discussions.  Unique venue fosters authentic relationships and peer learning, limited to 6 participants per boat. Ideal for those seeking investment, partnerships, or deeper AI fluency.",,,,2025-07-27,5:00 AM,"July 27, 2025",8:00 AM,Networking & Community,0,"​AI Sailing Sundays - NYC Edition

​Join a summer-long series of informal, three-hour sailing sessions designed to bridge the gap between AI founders, NYC investors, and Enterprise Leaders. AI Sailing Sundays is your chance to swap insights, ask tough questions, and build genuine relationships - off the beaten path and out on the water.

​What to Expect?

​Casual Networking: No slide decks or formal pitches - just natural, coffee-fueled conversation on deck.

​Peer Learning: Founders share real-world hurdles; VCs surface the technical and business questions they really care about.

​Enterprise Insights: Product leaders from major companies discuss AI needs, use cases, and partnership opportunities.

​Summer-Long Community: Up to 24 sailings across the season.

​Follow-Ups on Land: Interested in a deeper dive? Exchange contact info on deck and coordinate one-on-one meetings ashore.

​Why Sailing?

​Relaxed Atmosphere: Fresh air and open water put everyone at ease - easy icebreakers and authentic dialogue.

​Unique Venue: Stand out from the standard conference room or Zoom call; make memorable connections.

​Shared Experience: Tack, trim, or simply take in the skyline as you exchange ideas.

​Who Should Join

​AI startup founders looking for investor feedback and peer support

​VCs and angel investors eager to deepen their AI fluency

​Enterprise technology leaders scouting AI trends and partnerships

​Seats are limited to 6 participants per boat.
Secure your spot for the inaugural AI Sailing Sunday: RSVP now on Luma!",New York
AI Sailing Sundays - NYC Edition,https://lu.ma/5o2kid0c,"NYC's AI Sailing Sundays offer exclusive networking for AI founders, investors, and enterprise leaders, fostering genuine connections through casual three-hour sailing sessions.  Unique, relaxed setting promotes peer learning and partnership exploration, limited to 6 participants per boat.  Ideal for those seeking insightful discussions and building valuable relationships outside of traditional networking events.",,,,2025-08-03,5:00 AM,"August 03, 2025",8:00 AM,Networking & Community,0,"​AI Sailing Sundays - NYC Edition

​Join a summer-long series of informal, three-hour sailing sessions designed to bridge the gap between AI founders, NYC investors, and Enterprise Leaders. AI Sailing Sundays is your chance to swap insights, ask tough questions, and build genuine relationships - off the beaten path and out on the water.

​What to Expect?

​Casual Networking: No slide decks or formal pitches - just natural, coffee-fueled conversation on deck.

​Peer Learning: Founders share real-world hurdles; VCs surface the technical and business questions they really care about.

​Enterprise Insights: Product leaders from major companies discuss AI needs, use cases, and partnership opportunities.

​Summer-Long Community: Up to 24 sailings across the season.

​Follow-Ups on Land: Interested in a deeper dive? Exchange contact info on deck and coordinate one-on-one meetings ashore.

​Why Sailing?

​Relaxed Atmosphere: Fresh air and open water put everyone at ease - easy icebreakers and authentic dialogue.

​Unique Venue: Stand out from the standard conference room or Zoom call; make memorable connections.

​Shared Experience: Tack, trim, or simply take in the skyline as you exchange ideas.

​Who Should Join

​AI startup founders looking for investor feedback and peer support

​VCs and angel investors eager to deepen their AI fluency

​Enterprise technology leaders scouting AI trends and partnerships

​Seats are limited to 6 participants per boat.
Secure your spot for the inaugural AI Sailing Sunday: RSVP now on Luma!",New York
NYC Data Meetup: Real-World ClickHouse Stories & Community Night,https://lu.ma/whc86iby,"NYC's data community gathers July 15th for a ClickHouse meetup featuring real-world case studies from industry experts at Mpathic and Datavations, plus networking and social time.  All experience levels welcome; RSVP required for this limited-capacity event in Midtown.  Learn about ClickHouse and connect with fellow data engineers and analysts.","21 W 46th St 11th floor, New York, NY 10036, USA",New York,ClickHouse Events,2025-07-15,2:00 PM,"July 15, 2025",5:45 PM,Networking & Community,0,"​We're bringing together New York’s data engineering and analytics community for an evening of real-world stories, fast queries, and expert connections.

​Whether you're building at scale, exploring modern databases, or just ClickHouse-curious — join us for a community meetup in Midtown on July 15th. We’ll have lightning talks from local engineers, space to share what you're working on, and plenty of time to connect over food and drinks.

​🗓 Tuesday, July 15th
🕔 5:00–8:45 PM
📍 WorkHouse NYC, 21 W 46th St, 11th Floor, NYC

​💡 Agenda Highlights
– 5:00 PM: Check-In & Community Networking
– 6:15 PM: Welcome from the ClickHouse team
– 6:15–7:45 PM: Senior Machine Learning Engineer @ Mpathic
- 6:45-7:15 PM: Jacob Lucas Co-founder, Head of Engineering @ Datavations
– 7:15–8:30 PM: Social time + snacks + open floor chats

​We are offering a paid training earlier in the day, if you wish to go for free please reach out to learn@clickhouse.com
🧠 All experience levels welcome — bring your curiosity and maybe a coworker or two.
🪑 Space is limited — RSVP to reserve your spot!",New York
Breeze and Beats- Next Wave Freedom Bash,https://lu.ma/hq9nwhsj,"The Breeze and Beats Freedom Bash is an exclusive NYC rooftop event connecting ambitious next-gen leaders (investors, founders, creatives) for purposeful networking and collaboration on the eve of Independence Day.  Expect a curated Midsummer-themed atmosphere with AI-powered introductions, sake tasting, and a vibrant all-white dress code.  Ideal for architects of tomorrow seeking meaningful connections and future partnerships.","Bryant Park, New York, NY 10018, USA",New York,Kairos Circle,2025-07-03,4:00 PM,"July 03, 2025",7:00 PM,Networking & Community,0,"​The evening before Independence Day meets the enchantment of Midsummer.

​Join us for an elevated rooftop celebration with NYC’s most ambitious next-gen leaders—from investors to startup founders, asset managers and creatives. This is not just another networking night. It’s a curated summer ritual of freedom, connection, and intention.

​“In a city of millions but few true peers, we cut through the noise—leveraging Independence day alchemy to deliver your future collaborators, not just contacts. No more chance encounters: just one curated event of brilliant minds where every introduction has purpose.”

​We’ll dance, dream, and connect to interesting souls under a canopy of wildflowers and constellation lights.

​🎆 Who it’s for:

​For the Architects of Tomorrow: Where visionaries from family offices, startups, alternative investments, and creative industries converge to build a purposeful future.

​✨ What to Expect

​Botanical rooftop atmosphere inspired by Nordic midsummer & July 4th

​Refreshing sake selected by IWA Sake of Japan

​AI-powered “midsummer magic” introductions via Have You Met

​Flower crown styling, house music live DJ

​👗Dress code

​All White Everything. Your style, our canvas, summer's palette.

​About TKC

​The Kairos Circle is a private family office community where values come before velocity. We connect next-gen investors, founders, and fund managers through curated conversations, authentic relationships, and long-term partnerships. Our mission is to help families not only preserve wealth—but reimagine its purpose.

​Learn more on LinkedIn",New York
Position Ventures x Fidelity Founder Dinner,https://lu.ma/f3pvs3il,"Exclusive invite-only dinner connecting top founders for insightful dialogue and networking, hosted by Position Ventures and Fidelity.  Enjoy curated conversation and delicious food with diverse dietary options.  RSVP required for this limited-capacity event.",,,,2025-07-01,3:00 PM,"July 01, 2025",6:00 PM,Networking & Community,0,"​Join us for an intimate evening of conversation and connection at the Position Ventures x Fidelity Founder Dinner!

​
This invite-only, private gathering brings together a curated group of top founders for thoughtful dialogue, shared insights, and great food.

​The restaurant is able to accommodate all dietary restrictions and there will be plenty of vegan/vegetarian/pescatarian options available!

​Space is limited—RSVP required.",New York
Mission-Critical Feedback: What Fighter Pilots Teach Us About Learning,https://lu.ma/c6mlgtbk,"Learn how fighter pilot debriefing techniques can revolutionize education! This event explores applying high-stakes feedback systems and performance loops to improve teaching and learning.  Ideal for educators, leaders, and anyone interested in optimizing performance through rapid, effective feedback.","The Squadron NYC, 7 World Trade Center, 250 Greenwich St 10th floor, New York, NY 10007, USA",New York,,2025-10-28,2:30 PM,"October 28, 2025",4:30 PM,Education & Research,0,"​Join FOHE and Squadron for a dynamic simultation exploring the systems, culture, and discipline of feedback in the armed forces.

Fighter pilots rely on rapid, precise feedback to improve in real time. What if schools did the same? Join us to explore how debrief culture, performance loops, and high-stakes learning from the cockpit can reshape how we teach, lead, and grow in education.",New York
Founders and Funders Private Lunch,https://lu.ma/hf5yr7f5,"Exclusive invitation-only lunch connecting leading founders and investors to foster high-level dialogue and strategic partnerships.  This complimentary event, sponsored by Stifel Bank, offers a unique networking opportunity for those shaping future innovation.  Ideal for founders and investors seeking valuable connections and potential collaborations.",,,Stifel Venture Banking,2025-07-17,9:00 AM,"July 17, 2025",10:30 AM,Networking & Community,0,"​An invitation-only gathering of select founders and investors shaping the next wave of innovation. Hosted in a private setting, this curated lunch is designed to foster high-level dialogue and authentic connections among a trusted circle of peers.

​​​The event is complimentary and sponsored by Stifel Bank.

​​About Stifel

​​Stifel Financial (NYSE: SF) is a global investment bank, wealth management, and commercial banking institution with $400B+ in AUM. Stifel Bank offers venture and fund banking solutions, including 100% free banking for fund clients, fully insured liquid ICS accounts (up to $275MM FDIC coverage), capital call and management company lines of credit, and venture lending.

​​​​Learn more at https://bankwithstifel.com/venture-banking/",New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/mx8hgcs7,"Join the Fractal Tech Hub's rooftop community garden every Sunday this spring for a fun, collaborative gardening experience!  All skill levels welcome; bring snacks, supplies, or just yourself to help cultivate and enjoy fresh produce.  Perfect for gardening enthusiasts and beginners alike.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-06-29,6:00 AM,"June 29, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
SideQuest #25: We're soooo back 🚀,https://lu.ma/um0ccf1q,"SideQuest #25 offers a focused, collaborative coworking session for creators to pursue personal projects in a relaxed, low-pressure environment.  The afternoon includes structured work periods, breaks for networking, and optional work-sharing.  Ideal for individuals seeking focused time and community support for their side hustles or creative endeavors.",,,SideQuest,2025-06-29,11:00 AM,"June 29, 2025",3:00 PM,Productivity & Growth,0,"​​​Come join us for a chill afternoon dedicated to your sidequests!

Whether it's writing, painting, coding that new app, or literally any other “SideQuest” you’ve been putting off, this is your space to create. This isn’t about 'work' in the traditional sense—it's about crafting something meaningful to you, free from pressure.

​​We'll have focused work sessions to help you make real progress, all set to the backdrop of some lo-fi, balanced with breaks to reset, unblock each other, and mingle with other creators. 

​​Rough Agenda

​​2:00 PM - 2:30 PM: Introductions and Intention Sharing

​​2:30 PM - 3:45 PM: Deep Focus Session 1

​​3:45 PM - 4:15 PM: Break

​​4:15 PM - 5:30 PM: Deep Focus Session 2

​​5:30 PM - 6:00 PM: if you wanna share your work, we’d love to see it! If not, that’s cool, too!

​​6:00 PM: Optional hangout afterward :)

*please plan on staying for the whole duration to avoid disrupting the quiet work periods

​​**thank you to fractal tech for hosting us! and thank you to our friends at PurdueHackers, CozySundays and Socratica for seeding the idea!

___________________

About SideQuest:

We host coworking sessions biweekly! Subscribe to our events calendar if you can’t make this one :)",New York
O&O Reading Session: AI and Coase's Nature of the Firm,https://lu.ma/wo3gubw5,"This reading session explores how artificial intelligence impacts Ronald Coase's theory of the firm, questioning whether AI's cost-reduction benefits will primarily favor internal or external firm operations.  Ideal for economists, business strategists, and AI researchers interested in the intersection of organizational economics and technological advancement.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,,2025-07-01,4:00 PM,"July 01, 2025",6:00 PM,Education & Research,0,"​​Coase argued that firms arise when internal coordination is cheaper than market transactions. In theory, 'AI', broadly conceived, slashes search, contracting, and monitoring costs—but will this effect be larger within firms or between firms?

Reading: https://onlinelibrary.wiley.com/doi/pdf/10.1111/j.1468-0335.1937.tb00002.x",New York
NYC Rabbitholes 🐇🕳️,https://lu.ma/x3itmdbw,"NYC Rabbitholes offers a focused, evening coworking session for individuals to explore personal passions and side projects, fostering independent learning and collaborative sharing.  The event features dedicated work time, a short break, and an optional sharing session for participants. Ideal for anyone seeking focused time for self-directed learning or project development outside of their regular work.","111 Conselyea St, Brooklyn, NY 11211, USA",New York,,2025-07-02,3:30 PM,"July 02, 2025",6:30 PM,Networking & Community,0,"​Join us for an evening of quiet rabbitholing! Dive into a topic of choice and share about it afterward.

​No requirements other than an interest in something. Treat this as a coworking session, an opportunity to dive into a topic you've always wanted to learn more about (color theory, optics, a new language, John Rawls, etc. etc.), or built-in time to flesh out a passion project. The only requirement that it has to be a side project (i.e. not your day-to-day work).

​We'll have snacks!

​Rough schedule is:
06:30-06:45: people arrive, set up
06:45-07:45: work time
07:45-08:00: quick break
08:00-09:00: work time
09:00-09:30: sharing session for those who feel inclined!

​This event is supported by Rabbitholeathon, a weekend-long retreat for technologists to do a deep dive into a subject that interests them, and trade ideas with others.",New York
Make Your Own 3D Models: Blender and 3D Printing,https://lu.ma/an1omif2,"Learn to design and 3D print your own creations using Blender in this hands-on Fractal University class.  Ideal for beginners and hobbyists interested in 3D modeling and additive manufacturing, this workshop combines software training with practical application.  No prior experience is needed!","111 Conselyea St, Brooklyn, NY 11211, USA",New York,,2025-07-02,3:30 PM,"July 02, 2025",7:30 PM,Education & Research,0,​Fractal University class on 3d Modeling and Printing. Details here: https://www.notion.so/Make-Your-Own-3D-Models-Blender-and-3D-Printing-1e8c2ad10be980429e2dd66d94ebc1e6?pvs=4,New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/32q9esz0,"Join the Fractal Tech Hub's rooftop community garden every Sunday this spring for a fun, hands-on gardening experience!  Share snacks, supplies, and harvest fresh produce; no experience needed.  Perfect for community-minded individuals who enjoy gardening or want to learn.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-07-06,6:00 AM,"July 06, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
Selvedge Book Launch & Exhibit,https://lu.ma/ktsxanug,"Celebrate the launch of Riya Goel's ""Selvedge: Woven Histories Behind the Seams,"" a deep dive into Indian high fashion textiles, featuring a limited digital edition and an exhibit of stunning images and samples.  This event is perfect for fashion enthusiasts, textile lovers, and anyone interested in Indian artisanry.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,,2025-07-08,3:30 PM,"July 08, 2025",5:30 PM,Education & Research,0,"​Selvedge: Woven Histories Behind the Seams is a research journey into the artisan textiles of Indian high fashion by author Riya Goel.

​Come celebrate the book's release as a limited digital edition in collaboration with Alexandria Editions!

​Featuring images, limited edition prints, and textile samples to explore.",New York
Make Your Own 3D Models: Blender and 3D Printing,https://lu.ma/gnlrklzp,Learn to design and 3D print your own creations using Blender in this Fractal University workshop.  This hands-on class is perfect for beginners interested in 3D modeling and additive manufacturing.  No prior experience is needed!,"111 Conselyea St, Brooklyn, NY 11211, USA",New York,,2025-07-09,3:30 PM,"July 09, 2025",5:30 PM,Education & Research,0,​Fractal University class on 3d Modeling and Printing. Details here: https://www.notion.so/Make-Your-Own-3D-Models-Blender-and-3D-Printing-1e8c2ad10be980429e2dd66d94ebc1e6?pvs=4,New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/0c7l1sem,"Join Fractal Tech Hub's rooftop community garden every Sunday this spring for planting, harvesting, and socializing!  All skill levels welcome; bring snacks, supplies, or just yourself for a fun, collaborative gardening experience.  Check the website for spring session details.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-07-13,6:00 AM,"July 13, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
Filming (Lounge closed),https://lu.ma/pq993dnh,Fractal Tech's lounge is closed October 26th-28th for filming a tech sitcom.  This three-day shoot is closed to members;  no access to the lounge during this time.,"Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Fractal Tech: NYC,2025-07-18,4:30 AM,"July 18, 2025",4:30 PM,Tech & AI,0,​A tech sitcom is being filmed at Fractal Tech. On this day the lounge will be closed to members so that the crew can film. Day 1 of 3.,New York
Filming (Lounge closed),https://lu.ma/8vz583ul,Fractal Tech's lounge is closed for filming (days 2 of 3) a tech-themed sitcom.  This event is for Fractal Tech employees only and impacts lounge access. No member access during filming.,"Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Fractal Tech: NYC,2025-07-19,4:30 AM,"July 19, 2025",4:30 PM,Tech & AI,0,​A tech sitcom is being filmed at Fractal Tech. On this day the lounge will be closed to members so that the crew can film. Day 2 of 3.,New York
Filming (Lounge closed),https://lu.ma/yrn9dua6,Fractal Tech's lounge is closed for filming today (Day 3 of 3) as a tech sitcom crew uses the space.  This is not a member event;  no attendance is expected or possible.,"Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Fractal Tech: NYC,2025-07-20,4:30 AM,"July 20, 2025",4:30 PM,Tech & AI,0,​A tech sitcom is being filmed at Fractal Tech. On this day the lounge will be closed to members so that the crew can film. Day 3 of 3.,New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/jquqkhal,"Join Fractal Tech Hub every Sunday this spring for community rooftop gardening!  Share snacks, supplies, or just your enthusiasm;  harvest fresh produce and meet fellow green thumbs—no experience needed.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-07-20,6:00 AM,"July 20, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/hog7neeh,"Join the Fractal Tech Hub's rooftop community garden every Sunday this Spring for shared gardening, harvesting, and socializing!  No experience needed – all skill levels welcome to contribute and enjoy the bounty.  Bring snacks, supplies, or just yourself!","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-07-27,6:00 AM,"July 27, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
The American Founding in One Evening (1763-1803),https://lu.ma/wxk4zwji,"This two-hour event provides a comprehensive overview of the American Founding (1763-1803), going beyond typical 1776 narratives to explore key events and their modern relevance.  It features a condensed version of ""The Founding Forty,"" including an optional post-lecture exam to test knowledge retention. Ideal for those seeking a deeper understanding of American history and its enduring impact.","111 Conselyea St, Brooklyn, NY 11211, USA",New York,Maximum New York,2025-07-30,4:00 PM,"July 30, 2025",6:00 PM,Education & Research,0,"​What really happened in the American Founding?

​Many people talk about it in superficial terms, but the American founding was an era that stretched out for decades.

​And maybe you know about 1776, maybe 1789. But what happened before, after, and in between those dates? Why is knowing any of this relevant for the modern day? Is it relevant to modern New York City?

​Come and spend two hours with Daniel and Maximum New York to get a condensed version of The Founding Forty: 1763-1803.

​This event will end with an exam to see what you retain. You don't have to take it—you can just come and watch/listen—but you can also treat this as an opportunity to learn more about the American Founding than most people know!

​Some general topics to explore before coming if you want:
​I. Introduction and “The Pamphlet Era,” 1763-1776

​What happened in the run-up to the war? What caused it? Could it have been prevented?

​The French and Indian War or the Seven Years’ War? perspectives from the U.S. and Europe.

​We have always blogged: what the Americans and British said to each other, and how they said it (pamphlets).

​II) The Revolutionary War and Confederal Era, 1776-1789

​A summary overview of the war.

​The Treaty of Paris, 1783.

​The French Revolution, compared with the American.

​What is a revolution? What ramifications does this question have for today?

​The dysfunction of the Articles of Confederation and the chaos of the 1780s.

​The Constitutional Convention of 1787, and the failed revision attempts before it.

​The adoption of the Constitution.

​III) Birth of the Modern System, 1789-1803, part 1

​The Bill of Rights.

​The doctrine of incorporation, Barron ex rel. Tiernan v. Mayor of Baltimore (1833).

​The Judiciary Act of 1789.

​The founding of Washington, D.C., 1790.

​Chisholm v. Georgia (1793); the jurisdiction of SCOTUS, federalism, and the 11th amendment

​The Naval Act of 1794 and the Barbary Pirates.

​Marbury v. Madison (1803).

​IV) Birth of the Modern System, 1789-1803, part 2

​A comparison of the Constitution of 1789 with that of 2023

​A brief overview of the modern system",New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/qlp9t3rm,"Join Fractal Tech Hub's rooftop community garden every Sunday this spring for shared gardening, fresh harvests, and camaraderie—all skill levels welcome!  Bring snacks and supplies to contribute, or just your enthusiasm.  Perfect for gardening enthusiasts and beginners alike.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-08-03,6:00 AM,"August 03, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/lxlijh7d,"Join the Fractal Tech Hub's rooftop community garden every Sunday this spring for collaborative gardening fun!  All skill levels welcome; share snacks, supplies, or just your enthusiasm for fresh produce and community.  Learn more and catch up on spring activities at garden.fractaltechhub.com.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-08-10,6:00 AM,"August 10, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/j0ysmu13,"Join the Fractal Tech Hub's rooftop community garden every Sunday this spring for shared gardening, harvesting fresh produce, and socializing.  No experience needed – all skill levels welcome! Bring snacks and supplies to contribute.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-08-17,6:00 AM,"August 17, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
Event Hold - TBD,https://lu.ma/px8iopvg,"Fractal Tech NYC hosts unique tech events for founders, engineers, and students at their Williamsburg hub.  Partnerships with local organizations deliver specialized experiences. Join their Discord for event details and announcements.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Fractal Tech: NYC,2025-08-17,1:00 PM,"August 17, 2025",5:00 PM,Networking & Community,0,"Presented by
Fractal Tech: NYC
Subscribe
Fractal Tech partners with local organizations to host unique tech events for founders, engineers, and students at our hub in Williamsburg. Join our Discord for more: https://discord.gg/PNWh6Xd26X",New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/xhsxsf6l,"Join the Fractal Tech Hub's rooftop community garden every Sunday this spring for a fun, collaborative gardening experience.  All skill levels welcome; bring snacks, supplies, or just yourself to help tend the garden and enjoy fresh harvests.  Perfect for anyone who loves gardening, community, or wants to try something new.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-08-24,6:00 AM,"August 24, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/txhwj66u,"Join the Fractal Tech Hub's rooftop community garden every Sunday this spring for a fun, collaborative gardening experience!  All skill levels welcome—bring snacks, supplies, or just yourself to help cultivate, harvest, and enjoy fresh produce.  Perfect for community-minded individuals who enjoy the outdoors.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-08-31,6:00 AM,"August 31, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/9xir2nfw,"Join the Fractal Tech Hub's rooftop community garden every Sunday this Spring for fresh air, shared snacks, and collaborative gardening—all skill levels welcome!  Harvest fresh produce and build community while contributing to a unique urban garden.  Perfect for gardening enthusiasts and beginners alike.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-09-07,6:00 AM,"September 07, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/5n3a2x22,"Join the Fractal Tech Hub's rooftop community garden every Sunday this spring for a fun, collaborative gardening experience!  All skill levels welcome; bring supplies, snacks, and your enthusiasm to harvest and share the bounty.  Perfect for nature lovers, community builders, and anyone looking for a unique weekend activity.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-09-14,6:00 AM,"September 14, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
Gardening on the Roof | Summer Season ☀️,https://lu.ma/suhswhqg,"Join the Fractal Tech Hub's rooftop community garden every Sunday this Spring for a fun, hands-on gardening experience!  All skill levels welcome to share snacks, supplies, and harvest fresh produce.  Perfect for community-minded individuals seeking fresh air and a connection with nature.","Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA",New York,Friends of the Fractal Garden,2025-09-21,6:00 AM,"September 21, 2025",8:00 AM,Networking & Community,0,"​We're meeting up every Sunday morning this Spring to tend our community garden on the roof of the Fractal Tech Hub (weather permitting).

Bring snacks to share, supplies for the garden, plants to plant, or just bring yourself ready to be put to work.

Most week's we'll have some plants ready to harvest & eat at the end of the session.

No previous gardening experience necessary :)

​​Catch up on the Spring season here:
http://garden.fractaltechhub.com/",New York
