event_name,event_url,event_summary,full_address,region,presented_by_name,start_date,start_time,end_date,end_time,event_category
AI Grid Tech Coffee Meetup,https://lu.ma/h97hx6ck,"The AI Grid Tech Coffee Meetup facilitates informal discussions among Bay Area grid, utility, and AI/ML experts on leveraging AI in the power grid.  This bi-weekly event prioritizes peer-to-peer learning and problem-solving through open dialogue, excluding formal presentations or sales pitches.  Ideal for professionals seeking practical solutions and connections within the energy and AI sectors.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,Integ Utility Intelligence,"August 07, 2025",9:00 AM,"August 07, 2025",10:00 AM,Networking & Community
AI Grid Tech Coffee Meetup,https://lu.ma/9zlnmyct,"The AI Grid Tech Coffee Meetup is a bi-weekly gathering for Bay Area grid, utility, and AI/ML professionals to collaboratively discuss practical AI applications in the power grid.  This informal, invite-only event prioritizes open dialogue and peer learning,  excluding presentations and sales pitches. Ideal for those leveraging AI in the energy sector seeking solutions and connections.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,Integ Utility Intelligence,"August 21, 2025",9:00 AM,"August 21, 2025",10:00 AM,Networking & Community
AI Grid Tech Coffee Meetup,https://lu.ma/ku5ciyhv,"Bay Area energy professionals leverage AI/ML for grid optimization in this bi-weekly meetup.  Informal discussions focus on practical solutions and peer learning, fostering collaboration without presentations or sales pitches.  Ideal for IT, analytics, and innovation experts in the energy sector.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,Integ Utility Intelligence,"September 04, 2025",9:00 AM,"September 04, 2025",10:00 AM,Networking & Community
AI Summit @ Viva Frontier Tower,https://lu.ma/ai.summit,"The AI Summit @ Viva Frontier Tower is a two-day event exploring AI's impact on various sectors, from robotics and the future of work to arts and urban planning.  It features talks, networking, and a vibrant atmosphere, targeting founders, investors, developers, and anyone interested in the future of AI.  Mimosas and a rooftop after-party are included.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Viva City,"July 12, 2025",11:00 AM,"July 13, 2025",7:00 PM,Tech & AI
Crypto Summit @ Viva Frontier Tower,https://lu.ma/crypto-summit,"The Crypto Summit (July 19-20, San Francisco) explores crypto's evolving role, featuring industry leaders and networking opportunities within a new vibrant tech hub.  This two-day conference is part of a larger 6-week pop-up village, offering various pricing tiers and scholarships for those shaping the future of crypto.  Ideal for crypto professionals, investors, and enthusiasts.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Viva City,"July 19, 2025",10:00 AM,"July 20, 2025",8:00 PM,Finance & Business
Caffeine & Capital presented by Startup Intros,https://lu.ma/caffeine-capital,"Caffeine & Capital, hosted by Startup Intros, fosters early-morning networking for early-stage founders, investors, and ecosystem builders.  Enjoy refreshments, insightful conversations, and optional pitch practice in a supportive atmosphere. Ideal for those seeking funding, mentorship, or collaboration within the startup community.","Digital Garage US, Inc., 717 Market St #100, San Francisco, CA 94103, USA",California,"Context, Community, Connections, & Capital","June 18, 2025",8:00 AM,"June 18, 2025",10:30 AM,Networking & Community
AdvancingVC Live Podcast with Jeff Clavier of Uncork Capital and Networking,https://lu.ma/advancingvcpodcast,"A live podcast recording featured Jeff Clavier of Uncork Capital sharing his two decades of seed-stage investing expertise and Silicon Valley insights with hosts Tim Hsia and Dev Chandra.  The event included networking opportunities and offered invaluable knowledge for founders, investors, and anyone interested in the startup ecosystem.  Clavier's candid perspective on early-stage startup success was a key highlight.","Digital Garage US, Inc., 717 Market St #100, San Francisco, CA 94103, USA",California,"Context, Community, Connections, & Capital","July 07, 2025",3:00 PM,"July 07, 2025",5:30 PM,Finance & Business
AdvancingVC Live Podcast with Aakar Vachhani of Fairview Capital and Networking,https://lu.ma/advancingvc,"A live AdvancingVC podcast recording featured Fairview Capital's Managing Partner Aakar Vachhani sharing his insights on venture capital investing, founder evaluation, and Silicon Valley trends.  Networking opportunities preceded and followed the interview, making it ideal for founders, investors, and those interested in the startup ecosystem.  Vachhani's unique blend of analytical rigor and empathetic approach was a key highlight.","Digital Garage US, Inc., 717 Market St #100, San Francisco, CA 94103, USA",California,"Context, Community, Connections, & Capital","July 29, 2025",2:30 PM,"July 29, 2025",5:00 PM,Finance & Business
AdvancingVC Live Podcast with Meka Asonye of First Round and Networking,https://lu.ma/advancingvcmeka,"AdvancingVC's live podcast featured First Round Partner Meka Asonye sharing go-to-market (GTM) expertise and early-stage startup advice, offering actionable insights for founders.  The event included networking opportunities and was hosted by VCs Tim Hsia and Dev Chandra, attracting founders, investors, and those interested in the startup ecosystem.  Asonye's unique blend of operational and investment experience was a key draw.","Digital Garage US, Inc., 717 Market St #100, San Francisco, CA 94103, USA",California,"Context, Community, Connections, & Capital","August 12, 2025",10:00 AM,"August 12, 2025",12:30 PM,Startup & Entrepreneurship
TMV SF Veteran Happy Hour & O-4 Promotion Ceremony,https://lu.ma/0uw7tqet,"Celebrate Lt. Cmdr. (select) Dev Chandra's O-4 promotion at a San Francisco veteran happy hour co-hosted by The Military Veteran, Startup Intros, and Context VC.  Network with fellow veterans, founders, and investors in the tech and startup space. Ideal for veterans seeking opportunities and supporters of the military community.","Digital Garage US, Inc., 717 Market St #100, San Francisco, CA 94103, USA",California,"Context, Community, Connections, & Capital","August 06, 2025",5:30 PM,"August 06, 2025",8:00 PM,Networking & Community
Recursive Becoming — A Live Introduction to the RBT Theory of Everything,https://lu.ma/rbt,,"Zo House, 300 4th St, San Francisco, CA 94107, USA",California,SFOxZo,"June 21, 2025",1:11 PM,"June 21, 2025",4:20 PM,Other
Fusion Energy Landscape,https://lu.ma/fusion-energy-dtw-2025,"The ""Fusion Energy Landscape"" event explored the near-term commercialization of fusion technology, featuring leading entrepreneurs and investors discussing advancements in the fusion supply chain (e.g., superconducting magnets, neutron sources).  The event highlighted diverse fusion approaches and attracted attendees interested in investment and policy within the burgeoning fusion energy sector.","532 Market St, San Francisco, CA 94104, USA",California,Deep Tech Week,"June 25, 2025",1:00 PM,"June 25, 2025",4:00 PM,Finance & Business
Hacking Agents AI Meetup - July Edition,https://lu.ma/suvm1us5,"The July ""Hacking Agents AI Meetup"" focuses on the future of AI agents, offering tech talks and networking opportunities for those interested in learning about and contributing to the field.  This event is ideal for AI enthusiasts, developers, and anyone eager to explore the latest advancements in AI agent technology.  Light refreshments and community engagement are included.","AWS Builder Loft, 525 Market St, San Francisco, CA 94105, USA",California,Langflow,"July 31, 2025",5:30 PM,"July 31, 2025",8:30 PM,Tech & AI
PILATES - Unwinding Sitting,https://lu.ma/mat-pilates-with-victoria-forest,"Unwind from prolonged sitting with this gentle Pilates session led by Victoria Forest.  Designed to relieve tension in hips, back, shoulders, and neck, it's perfect for all fitness levels seeking stress relief and improved posture.  No prior Pilates experience necessary!","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Frontier Tower SF,"June 17, 2025",2:00 PM,"June 17, 2025",2:30 PM,Career & Skills
HUMAN+TECH WEEK - Private Soiree,https://lu.ma/ir255u0b,"A private Human Tech Week Soiree, hosted by Compassion 2.0, Luminara, and the Flourishing Systems Foundation, celebrates human-centered tech with music, drinks, and networking.  The exclusive event at 995 Market St. focuses on compassionate innovation and well-being, targeting innovators, thinkers, and those interested in a more human future. RSVP required due to limited capacity.","995 Market St, San Francisco, CA 94103, USA",California,Compassion 2.0,"June 18, 2025",8:00 PM,"June 18, 2025",11:00 PM,Networking & Community
the residency demo day,https://lu.ma/r2ad51hc,"The Residency Demo Day showcases 5 months of innovative work from ambitious startups building solutions for global challenges.  This exclusive event at the Frontier Tower targets investors seeking high-potential companies, builders seeking teams, and supporters of promising ventures. Past residents boast impressive funding and valuations, making this a prime opportunity for networking and discovery.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,The Residency - Bay Area,"June 19, 2025",4:30 PM,"June 19, 2025",7:30 PM,Startup & Entrepreneurship
sound & movement: summer so(u)lstice,https://lu.ma/sound-movement-summer-soulstice,"Join us for ""sound & movement: summer solstice,"" a community breathwork and movement session enhanced by live music at San Francisco's Frontier Tower.  This event focuses on reflection, renewal, and connection, offering a unique experience in a futuristic vertical village setting.  Perfect for those seeking mindful movement, community, and access to the Frontier Tower's unique environment.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Frontier Fitness Center,"June 19, 2025",5:30 PM,"June 19, 2025",6:30 PM,Networking & Community
Hands On Workshop: Leveraging EKS Auto Mode + StormForge to achieve holistic cost efficiency on Kubernetes,https://lu.ma/aza778cy,,"525 Market St ste 200, San Francisco, CA 94105, USA",California,,"July 23, 2025",9:00 AM,"July 23, 2025",2:30 PM,Other
YPE x SF Clean Energy Gather HH,https://lu.ma/iwt8jf10,Network with Bay Area clean energy professionals at this YPE & SF Clean Energy Gather happy hour.  Enjoy complimentary drinks and connect with experts and newcomers alike to build industry relationships and advance the clean energy vision.  Ideal for professionals at all career stages passionate about sustainability.,"Asiento, 2730 21st St, San Francisco, CA 94110, USA",California,YPE SF Bay Area Events,"June 19, 2025",5:00 PM,"June 19, 2025",7:00 PM,Networking & Community
FUTURECRAFT 2035 – Scenario Hacker Sprint,https://lu.ma/je4lvc9r,"Twelve to twenty-four AI and frontier-tech experts will collaboratively envision six potential 2035 worlds during an afternoon ""scenario hacker sprint,"" identifying key investment opportunities.  This exclusive event culminates in a public showcase and includes a VIP ticket to Deep Tech Week.  Ideal for top-tier AI/frontier tech minds seeking future-forward investment insights.","BerlinHouse, 995 Market St, San Francisco, CA 94103, USA",California,Founders Bay Event,"June 24, 2025",3:00 PM,"June 24, 2025",8:30 PM,Startup & Entrepreneurship
Hack Night at GitHub,https://lu.ma/hacknight-at-github-08-11-25,"Join Bay Area Builders' Hack Night at GitHub for a night of collaborative coding, insightful talks, and showcasing innovative tech projects.  This event is perfect for developers and builders eager to learn new tools and connect with the community.  Expect expert speakers and a vibrant atmosphere focused on practical application and hands-on learning.","GitHub, 88 Colin P Kelly Jr St, San Francisco, CA 94107, USA",California,[SF] Bay Area Builders,"August 11, 2025",4:00 PM,"August 11, 2025",9:00 PM,Hackathon
Play Sardines @ Viva Frontier Tower,https://lu.ma/sardines,"Celebrate the grand opening of Viva Frontier Tower, a new San Francisco community space, with a game of Sardines!  This fun, reverse hide-and-seek event is for technologists and culture creators,  featuring a rooftop rave afterward (June 22nd).  Wear your best fishy attire and prepare for some stair climbing!","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Viva City,"June 21, 2025",4:00 PM,"June 21, 2025",6:00 PM,Networking & Community
Rooftop Longevity Rave,https://lu.ma/longevity-rave,"The Rooftop Longevity Rave in San Francisco celebrates health and community through music, dancing, and stunning sunset views atop the Frontier Tower.  This high-energy event is perfect for biohackers, wellness enthusiasts, and anyone seeking a fun, healthy party experience.  Enjoy healthy drinks, great beats, and an unforgettable atmosphere.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,Viva City,"June 21, 2025",5:00 PM,"June 21, 2025",8:00 PM,Networking & Community
"Why Diversity Matters at the Top: A Stanford, Harvard, Princeton, & Carnegie Mellon Collaborative Event",https://lu.ma/75ddw0am,"This collaborative event from Stanford, Harvard, Princeton, and Carnegie Mellon features top leaders discussing how diverse backgrounds drive innovation and success.  Industry leaders share their experiences, lessons learned, and perspectives on inclusive leadership.  This panel and networking session is ideal for professionals seeking to advance their careers and build inclusive organizations.","Morgan Stanley Private Wealth Advisors, 555 California St #1400, San Francisco, CA 94104, USA",California,,"June 27, 2025",12:00 PM,"June 27, 2025",1:00 PM,Networking & Community
AMA (Ask me Anything) with Pachamama Ventures,https://lu.ma/pachamama-office-hours,"Pachamama Ventures' founder Karen Sheffield holds informal office hours for climate tech founders seeking fundraising and scaling advice.  This lunch-and-learn event, hosted by 9Zero, is ideal for early-stage climate tech companies looking for investment and mentorship.  Attendees gain insights from a seasoned investor with a strong track record in the sector.","9Zero Climate Innovation Hub & Coworking, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"July 22, 2025",12:00 PM,"July 22, 2025",1:00 PM,Networking & Community
AI Grid Tech Coffee Meetup,https://lu.ma/60c3fojl,"The AI Grid Tech Coffee Meetup facilitates informal discussions on AI/ML applications in the power grid, fostering collaboration among Bay Area industry experts.  Unique peer-to-peer learning and problem-solving sessions prioritize practical experience over formal presentations.  Ideal for IT, analytics, and innovation professionals leveraging AI in the energy sector.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,Integ Utility Intelligence,"September 18, 2025",9:00 AM,"September 18, 2025",10:00 AM,Networking & Community
AI Grid Tech Coffee Meetup,https://lu.ma/u682o3xw,"The AI Grid Tech Coffee Meetup fosters collaboration among Bay Area energy and AI/ML professionals, focusing on practical solutions for leveraging AI in power grids.  Informal discussions, driven by participant input, prioritize real-world experiences over presentations. This event is ideal for IT, analytics, and innovation professionals in the energy sector seeking peer-to-peer learning and networking.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,Integ Utility Intelligence,"October 02, 2025",9:00 AM,"October 02, 2025",10:00 AM,Networking & Community
AI Grid Tech Coffee Meetup,https://lu.ma/9lyxgmqm,"Bay Area energy professionals leverage AI/ML to improve power grids through informal, bi-weekly coffee meetups.  These exclusive, invite-only discussions focus on practical solutions and peer-to-peer learning, fostering collaboration without presentations or sales pitches.  Ideal for IT, analytics, and innovation experts in the energy sector.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,Integ Utility Intelligence,"October 16, 2025",9:00 AM,"October 16, 2025",10:00 AM,Networking & Community
Stop AI Pub Meeting San Francisco,https://lu.ma/xaweiovq,"The ""Stop AI"" pub meeting in San Francisco tackles the urgent question of AI's impact on jobs and humanity, fostering informal discussion and brainstorming among concerned citizens.  This unique, casual gathering welcomes anyone worried about AI's future and eager to explore potential solutions.  Join the conversation over drinks and contribute your perspective.","Kiitos Cocktail Lounge and Sports Bar, 200 Capp St, San Francisco, CA 94110, USA",California,Stop AI Events,"July 09, 2025",6:00 PM,"July 09, 2025",8:00 PM,Networking & Community
Stop AI Pub Meeting San Francisco,https://lu.ma/sjp3utty,"The ""Stop AI"" Pub Meeting in San Francisco is an informal gathering for concerned individuals to discuss the potential threats of AI and brainstorm solutions.  Its unique, casual format aims to foster open dialogue on job displacement and existential risks posed by artificial intelligence.  Anyone worried about the future of work and humanity in the age of AI is welcome.","Kiitos Cocktail Lounge and Sports Bar, 200 Capp St, San Francisco, CA 94110, USA",California,Stop AI Events,"July 16, 2025",6:00 PM,"July 16, 2025",8:00 PM,Networking & Community
Stop AI Pub Meeting San Francisco,https://lu.ma/e71wrj4m,"The ""Stop AI Pub Meeting"" in San Francisco is an informal gathering for concerned individuals to discuss the potential threats of AI and brainstorm solutions.  This unique event combines casual socializing with serious discussions about AI's impact on employment and safety, targeting anyone worried about the future of AI.  Join the conversation and contribute your ideas.","Kiitos Cocktail Lounge and Sports Bar, 200 Capp St, San Francisco, CA 94110, USA",California,Stop AI Events,"July 23, 2025",6:00 PM,"July 23, 2025",8:00 PM,Networking & Community
Stop AI Pub Meeting San Francisco,https://lu.ma/k0q85c0t,,"Kiitos Cocktail Lounge and Sports Bar, 200 Capp St, San Francisco, CA 94110, USA",California,Stop AI Events,"July 30, 2025",6:00 PM,"July 30, 2025",8:00 PM,Other
Stop AI Pub Meeting San Francisco,https://lu.ma/pvf6eiik,,"Kiitos Cocktail Lounge and Sports Bar, 200 Capp St, San Francisco, CA 94110, USA",California,Stop AI Events,"August 06, 2025",6:00 PM,"August 06, 2025",8:00 PM,Other
Stop AI Pub Meeting San Francisco,https://lu.ma/hn0obevx,,"Kiitos Cocktail Lounge and Sports Bar, 200 Capp St, San Francisco, CA 94110, USA",California,Stop AI Events,"August 13, 2025",6:00 PM,"August 13, 2025",8:00 PM,Networking & Community
LAZER FRYDAYS: Laser Cutter Training,https://lu.ma/c8e4zdxq,"Master the 130W Monport laser cutter at General Lithium's free (members) training Fridays at 2 PM. Learn safe operation, file preparation, material compatibility, and precision cutting/engraving techniques.  Ideal for makers and designers of all levels seeking hands-on experience with this powerful tool.","1338 Mission St, San Francisco, CA 94103, USA",California,Frontier Makerspace,"July 04, 2025",3:00 PM,"July 04, 2025",7:00 PM,Career & Skills
Monthly Robotics & AI Meetup,https://lu.ma/nle1ud46,"This monthly Robotics & AI Meetup at General Lithium fosters collaboration among enthusiasts of all levels, featuring open discussions, project showcases, and hands-on demos in a casual atmosphere.  The event is ideal for robotics hobbyists, professionals, students, and anyone passionate about robotics and AI.  Connect, learn, and share your projects in a relaxed, engaging environment.","1338 Mission St, San Francisco, CA 94103, USA",California,Frontier Makerspace,"July 16, 2025",5:30 PM,"July 16, 2025",7:30 PM,Networking & Community
[SF] AI After Hours w/ Encord @ GitHub HQ,https://lu.ma/3pa38u06,"SF AI After Hours at GitHub HQ featured lightning talks from industry experts and networking, focusing on AI and data management.  Hosted by Encord, a multimodal data platform, the event targeted AI enthusiasts and developers.  Pizza and GitHub's support enhanced the community-focused atmosphere.","GitHub, 88 Colin P Kelly Jr St, San Francisco, CA 94107, USA",California,Artificially Intelligent,"December 10, 2025",5:30 PM,"December 10, 2025",8:30 PM,Tech & AI
Perfume 101 Class,https://lu.ma/perfume101_1,"This Perfume 101 class is a beginner-friendly introduction to perfumery, covering fragrance families, aromatic materials, and basic creation techniques.  Participants will gain scent literacy and the confidence to explore the world of fragrance, leaving with a hands-on creation and valuable resources. Ideal for curious beginners and aspiring perfumers.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,The Biopunk Community,"June 17, 2025",6:00 PM,"June 17, 2025",7:30 PM,Education & Research
Operators Happy Hour by Chore,https://lu.ma/gx3iig83,"Chore's monthly Operators Happy Hour connects startup operators, leaders, and innovators to share practical solutions and strategies for optimizing operations.  This exclusive event fosters networking and peer-to-peer learning beyond typical professional channels, offering ""secret ops hacks"" from experienced professionals.  Ideal for Chiefs of Staff, COOs, and anyone responsible for getting things done within a company.","Olfactory Brewing & Blending, 2245 3rd St, San Francisco, CA 94107, USA",California,Chore,"June 19, 2025",6:00 PM,"June 19, 2025",9:00 PM,Networking & Community
DIY Genetic Analysis Class: Are You a Day/Night Person?,https://lu.ma/chronotyping01,"Discover your chronotype's genetic basis! This advanced-level class uses DNA extraction, PCR, and gel electrophoresis to analyze your Per3 gene and link genotype to sleep preferences (morning vs. evening). Ideal for high school and college students interested in genetics and circadian rhythms.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,The Biopunk Community,"June 19, 2025",6:00 PM,"June 19, 2025",9:00 PM,Education & Research
Rainbow Bacteria Painting - Open Laboratory Hours for Pride,https://lu.ma/rainbowbac01,"Celebrate Pride with Rainbow Bacteria Painting!  This open lab event lets you create living art using genetically modified bacteria while utilizing shared equipment for synthetic biology projects.  Perfect for biopunk enthusiasts, students, and anyone curious about science and art.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,The Biopunk Community,"June 20, 2025",10:00 AM,"June 20, 2025",4:00 PM,Education & Research
SF 30s/40s Mixer at the de Young Museum,https://lu.ma/wsj4gq8b,Connect with fellow Bay Area art enthusiasts aged 30-40 at a museum mixer followed by drinks.  Explore the de Young Museum in small groups and enjoy lively conversation with professionals and creatives.  This popular event (15 sell-outs in 2025!) is perfect for those seeking networking and art appreciation.,"de Young Museum, 50 Hagiwara Tea Garden Dr, San Francisco, CA 94118, USA",California,Early Burdz,"June 21, 2025",4:00 PM,"June 21, 2025",6:30 PM,Networking & Community
SF Consumer Club Mixer 🍸 @ The 1097,https://lu.ma/ub8v9ftj,"Network with top minds in consumer apps, creator marketing, and growth hacking at the SF Consumer Club Mixer.  Enjoy drinks, insightful discussions, and valuable connections at this exclusive event hosted by Superwall.  Limited spots available – ideal for professionals in the consumer app space.","1097 Howard St, San Francisco, CA 94103, USA",California,Consumer Club,"June 24, 2025",7:30 PM,"June 24, 2025",10:30 PM,Networking & Community
7th Monthly Wetware Meetup,https://lu.ma/wetware7,"The 7th Monthly Wetware Meetup at San Francisco's Biopunk lab offers biotech enthusiasts an evening of guest talks, demos, and networking.  Attendees can participate in an open mic showcasing their biotech projects or simply mingle with fellow bio-hackers.  Ideal for anyone interested in biotech, pharma, medtech, or accessing experimental lab space.","Frontier Tower | Berlinhouse, 995 Market St, San Francisco, CA 94103, USA",California,The Biopunk Community,"June 27, 2025",6:30 PM,"June 27, 2025",8:30 PM,Networking & Community
"AI in Production Mini Conference, October 2025",https://lu.ma/2rqkcb0t,,"AWS GenAI Loft, 525 Market St, San Francisco, CA 94105, USA",California,Open Source for AI,"October 20, 2025",1:30 PM,"October 20, 2025",8:00 PM,Other
SOULSTICE,https://lu.ma/3pmzcrng,"SOULSTICE, a Summer Solstice Drum & Bass event (June 21st, 2025), prioritizes consent culture and collective joy, featuring international and local DJs alongside interactive consent workshops. This 18+ event in San Francisco offers a unique blend of high-energy music and community-building for Drum & Bass enthusiasts seeking a positive and inclusive club experience.","Homebrew Club, 1481 Folsom St, San Francisco, CA 94103, USA",California,CODNB,"June 21, 2025",7:00 PM,"June 22, 2025",2:00 AM,Networking & Community
2025 AI Conference Hack Day in San Francisco,https://lu.ma/ai-conference-hack-day-2025,"The 2025 AI Conference Hack Day in San Francisco offers developers a fun-filled day of AI-focused hacking, lightning talks, and a demo challenge with prizes.  Attendees will collaborate, learn from industry leaders, and showcase their cutting-edge AI projects. This event is perfect for builders eager to bring AI to production.","610 Old Mason St, San Francisco, CA 94129, USA",California,[SF] Bay Area Builders,"September 16, 2025",9:00 AM,"September 16, 2025",6:00 PM,Hackathon
Build Night at GitHub,https://lu.ma/hacknight-at-github-09-17-25,"GitHub's Build Night, hosted by SF Bay Area Builders, unites tech enthusiasts to learn about cutting-edge tools, share projects, and network.  Attendees gain practical skills and insights from expert speakers. Ideal for developers and tech builders seeking inspiration and collaboration.","GitHub, 88 Colin P Kelly Jr St, San Francisco, CA 94107, USA",California,[SF] Bay Area Builders,"September 17, 2025",5:00 PM,"September 17, 2025",10:00 PM,Networking & Community
Hack Night at GitHub,https://lu.ma/hacknight-at-github-10-01-25,"Join Bay Area Builders' Hack Night at GitHub for a night of collaborative coding, insightful talks, and hands-on learning with cutting-edge tech.  Perfect for developers and tech enthusiasts eager to build, network, and share their projects. This event focuses on practical application and community engagement.","GitHub, 88 Colin P Kelly Jr St, San Francisco, CA 94107, USA",California,[SF] Bay Area Builders,"October 01, 2025",5:00 PM,"October 01, 2025",10:00 PM,Networking & Community
Build Night at GitHub,https://lu.ma/hacknight-at-github-11-13-25,"GitHub's Build Night, hosted by SF Bay Area Builders, unites tech enthusiasts to learn about cutting-edge tools, share projects, and network.  Expect insightful speaker sessions and hands-on learning opportunities. Ideal for developers and tech community members eager to expand their skillset and connect.","GitHub, 88 Colin P Kelly Jr St, San Francisco, CA 94107, USA",California,[SF] Bay Area Builders,"November 13, 2025",4:00 PM,"November 13, 2025",9:00 PM,Networking & Community
Hack Night at GitHub,https://lu.ma/hacknight-at-github-12-16-25,"Join Bay Area Builders' Hack Night at GitHub for a night of tech innovation!  Learn from expert speakers, implement new tools, and showcase your projects to fellow builders. Ideal for developers and tech enthusiasts eager to connect and collaborate.","GitHub, 88 Colin P Kelly Jr St, San Francisco, CA 94107, USA",California,[SF] Bay Area Builders,"December 16, 2025",4:00 PM,"December 16, 2025",9:00 PM,Networking & Community
The Science of Longevity with Dr. Avinish Reddy,https://lu.ma/h0j9gvex,"Dr. Avinish Reddy discussed cutting-edge longevity science, including cellular regeneration and bioidentical hormone therapy, offering practical tools to slow aging.  The Human Tech Week event included Q&A and networking, targeting those interested in preventative health and the intersection of AI and wellness.  Sponsored by Current, Block Party Productions, and The Troublemaker Lab.","330 1st St, San Francisco, CA 94105, USA",California,Troublemaker Lab Events,"June 18, 2025",6:00 PM,"June 18, 2025",8:30 PM,Education & Research
Performance Under Pressure with Larry Green & Special Guests,https://lu.ma/x1vaes3p,"Larry Green (Google) leads a Human Tech Week discussion on combating burnout and achieving sustainable performance, exploring physiological and cultural solutions.  The event features a Q&A and networking, targeting professionals seeking to improve workplace well-being and future-proof their performance.  Sponsored by wellness, hospitality, and consulting firms.","330 1st St, San Francisco, CA 94105, USA",California,Troublemaker Lab Events,"June 18, 2025",6:00 PM,"June 18, 2025",8:00 PM,Career & Skills
Rootly AI Labs August Meetup,https://lu.ma/fucyjy7f,"Rootly's August AI Labs meetup showcased their AI-powered on-call and incident response platform, highlighting its benefits for engineering teams at leading tech companies like NVIDIA and Figma.  This event was geared towards engineering leaders and DevOps professionals seeking to improve incident management efficiency and reduce on-call burden.","AWS GenAI Loft, 525 Market St, San Francisco, CA 94105, USA",California,Rootly,"August 28, 2025",5:00 PM,"August 28, 2025",8:30 PM,Other
Rootly AI Labs September Meetup,https://lu.ma/hvb2yifj,,"GitHub, 88 Colin P Kelly Jr St, San Francisco, CA 94107, USA",California,Rootly,"September 23, 2025",5:00 PM,"September 23, 2025",8:30 PM,Other
9Zero Member Lunch,https://lu.ma/0hsylygn,,"9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"June 25, 2025",12:00 PM,"June 25, 2025",1:00 PM,Other
⛴️ SF Ocean Breakfast 🍩 UNOC Debrief & Special Reveal,https://lu.ma/ocean-breakfast,,"9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,Plastic Odyssey 🇺🇸,"June 26, 2025",9:00 AM,"June 26, 2025",10:30 AM,Other
Free Marketing Advice Sessions at 9Zero,https://lu.ma/5ovpmeis,,"9Zero Climate Innovation Hub & Coworking, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"June 26, 2025",12:00 PM,"June 26, 2025",1:00 PM,Other
AMA (Ask me Anything) with Mark Miness,https://lu.ma/tcy8fn2v,,"9Zero Climate Innovation Hub & Coworking, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"July 10, 2025",1:00 PM,"July 10, 2025",2:00 PM,Finance & Business
AMA (Ask me Anything) Brown Bag Lunch with Raj Kapoor,https://lu.ma/si1ieyz4,Join Climactic VC's Raj Kapoor for an informal brown bag lunch Q&A focused on climate tech VC fundraising and startup strategies.  This event is ideal for founders seeking insights from a seasoned investor with a strong track record in tech and sustainability.  Network with fellow climate-focused entrepreneurs at this 9Zero community event.,"9Zero Climate Innovation Hub & Coworking, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"July 16, 2025",1:00 PM,"July 16, 2025",2:00 PM,Networking & Community
"Lunch with Mike Grunwald, ""We Are Eating the Earth""",https://lu.ma/86m5afua,"Join author Mike Grunwald for lunch and a discussion on his book, ""We Are Eating the Earth,"" exploring the urgent issue of climate change and its impact on our food systems.  This event is ideal for climate action advocates, innovators, and members of the 9Zero community focused on building a more sustainable future.  Non-members are welcome to explore the 9Zero collaborative workspace.","9Zero Climate Innovation Hub, 350 California St 4th floor, San Francisco, CA 94104, USA",California,9Zero Climate Innovation Hub - San Francisco,"July 17, 2025",12:30 PM,"July 17, 2025",1:30 PM,Networking & Community
